V1	V2
X1_29_49	0.687500000000009	0.400000000000017
X1_48_54	0.843749999999945	0.942857142857153
X1_35_55	0.874999999999999	0.571428571428603
X1_29_41	0.437499999999992	0.399999999999988
X1_32_50	0.71875	0.485714285714303
X1_19_37	0.312500000000022	0.114285714285702
X1_44_56	0.906249999999966	0.828571428571451
X1_24_34	0.218749999999996	0.257142857142827
X1_22_48	0.656250000000035	0.200000000000023
X1_29_35	0.249999999999978	0.399999999999967
X1_36_40	0.406249999999962	0.599999999999975
X1_32_44	0.531249999999987	0.485714285714281
X1_39_55	0.874999999999983	0.685714285714311
X1_19_27	0	0.114285714285665
X1_38_56	0.906249999999989	0.657142857142888
X1_19_47	0.625000000000045	0.114285714285738
X1_22_34	0.218750000000004	0.199999999999972
X1_29_33	0.187499999999974	0.399999999999959
X1_45_57	0.937499999999964	0.857142857142882
X1_25_35	0.249999999999994	0.285714285714258
X1_32_40	0.406249999999978	0.485714285714267
X1_48_40	0.406249999999914	0.942857142857102
X1_36_36	0.281249999999953	0.599999999999961
X1_21_47	0.625000000000037	0.171428571428592
X1_42_40	0.406249999999938	0.771428571428539
X1_30_52	0.781250000000012	0.428571428571456
X1_30_34	0.218749999999972	0.42857142857139
X1_25_31	0.124999999999985	0.285714285714243
X1_31_51	0.750000000000006	0.457142857142879
X1_26_50	0.718750000000024	0.314285714285739
X1_32_56	0.906250000000013	0.485714285714325
X1_31_37	0.312499999999975	0.457142857142828
X1_24_30	0.0937499999999869	0.257142857142812
X1_32_36	0.281249999999969	0.485714285714252
X1_32_38	0.343749999999973	0.485714285714259
X1_33_35	0.249999999999962	0.514285714285675
X1_36_58	0.968750000000002	0.600000000000041
X1_33_37	0.312499999999967	0.514285714285683
X1_22_30	0.0937499999999949	0.199999999999958
X1_27_51	0.750000000000022	0.34285714285717
X1_24_44	0.531250000000018	0.257142857142863
X1_16_36	0.281250000000032	0.0285714285714163
X1_42_56	0.906249999999974	0.771428571428597
X1_30_50	0.718750000000008	0.428571428571448
X1_23_33	0.187499999999998	0.228571428571396
X1_26_46	0.593750000000015	0.314285714285725
X1_20_32	0.156250000000007	0.142857142857111
X1_28_52	0.78125000000002	0.371428571428601
X1_33_57	0.937500000000012	0.514285714285756
X1_43_53	0.812499999999963	0.800000000000013
X1_46_50	0.718749999999944	0.885714285714284
X1_40_36	0.281249999999937	0.71428571428567
X1_30_46	0.593749999999999	0.428571428571434
X1_28_46	0.593750000000007	0.371428571428579
X1_40_34	0.218749999999932	0.714285714285662
X1_35_37	0.312499999999959	0.571428571428537
X1_43_55	0.874999999999967	0.80000000000002
X1_40_56	0.906249999999981	0.714285714285742
X1_32_42	0.468749999999982	0.485714285714274
X1_32_46	0.593749999999991	0.485714285714288
X1_36_34	0.218749999999948	0.599999999999953
X1_43_49	0.687499999999954	0.799999999999999
X1_17_37	0.31250000000003	0.0571428571428472
X1_41_57	0.93749999999998	0.742857142857173
X1_22_38	0.343750000000013	0.199999999999987
X1_23_47	0.625000000000029	0.228571428571447
X1_32_54	0.843750000000009	0.485714285714317
X1_47_49	0.687499999999938	0.914285714285707
X1_37_57	0.937499999999996	0.628571428571464
X1_26_38	0.343749999999997	0.314285714285696
X1_26_44	0.53125000000001	0.314285714285718
X1_19_39	0.375000000000027	0.114285714285709
X1_30_32	0.156249999999968	0.428571428571383
X1_31_31	0.124999999999961	0.457142857142807
X1_48_44	0.531249999999923	0.942857142857116
X1_33_55	0.875000000000007	0.514285714285748
X1_20_38	0.343750000000021	0.142857142857133
X1_22_40	0.406250000000017	0.199999999999994
X1_43_39	0.374999999999931	0.799999999999962
X1_28_40	0.406249999999993	0.371428571428558
X1_31_39	0.374999999999979	0.457142857142836
X1_33_45	0.562499999999985	0.514285714285712
X1_16_38	0.343750000000037	0.0285714285714236
X1_32_48	0.656249999999995	0.485714285714296
X1_22_42	0.468750000000022	0.200000000000001
X1_25_49	0.687500000000025	0.285714285714309
X1_37_55	0.874999999999991	0.628571428571457
X1_31_35	0.24999999999997	0.457142857142821
X1_34_48	0.656249999999987	0.54285714285715
X1_25_45	0.562500000000017	0.285714285714294
X1_39_57	0.937499999999988	0.685714285714319
X1_34_32	0.156249999999952	0.542857142857092
X1_35_51	0.74999999999999	0.571428571428588
X1_48_46	0.593749999999927	0.942857142857124
X1_24_48	0.656250000000027	0.257142857142878
X1_47_53	0.812499999999947	0.914285714285722
X1_31_41	0.437499999999984	0.457142857142843
X1_48_50	0.718749999999936	0.942857142857138
X1_19_29	0.0625000000000046	0.114285714285673
X1_36_32	0.156249999999944	0.599999999999946
X1_19_41	0.437500000000031	0.114285714285716
X1_47_51	0.749999999999942	0.914285714285715
X1_47_47	0.624999999999933	0.9142857142857
X1_36_52	0.781249999999988	0.600000000000019
X1_16_30	0.0937500000000188	0.0285714285713945
X1_24_32	0.156249999999991	0.25714285714282
X1_32_52	0.781250000000004	0.48571428571431
X1_23_35	0.250000000000002	0.228571428571403
X1_30_36	0.281249999999976	0.428571428571397
X1_18_40	0.406250000000033	0.0857142857142852
X1_46_56	0.906249999999958	0.885714285714306
X1_35_39	0.374999999999963	0.571428571428545
X1_45_41	0.437499999999928	0.857142857142824
X1_25_37	0.312499999999999	0.285714285714265
X1_31_43	0.499999999999988	0.45714285714285
X1_27_45	0.562500000000009	0.342857142857148
X1_30_54	0.843750000000017	0.428571428571463
X1_34_56	0.906250000000005	0.542857142857179
X1_30_48	0.656250000000003	0.428571428571441
X1_26_42	0.468750000000006	0.31428571428571
X1_25_47	0.625000000000021	0.285714285714301
X1_36_38	0.343749999999957	0.599999999999968
X1_30_40	0.406249999999985	0.428571428571412
X1_20_34	0.218750000000012	0.142857142857118
X1_29_39	0.374999999999987	0.399999999999981
X1_40_52	0.781249999999972	0.714285714285728
X1_39_53	0.812499999999979	0.685714285714304
X1_19_43	0.500000000000036	0.114285714285723
X1_34_38	0.343749999999965	0.542857142857114
X1_23_31	0.124999999999993	0.228571428571389
X1_49_53	0.812499999999939	0.971428571428576
X1_19_45	0.56250000000004	0.114285714285731
X1_35_47	0.624999999999981	0.571428571428574
X1_39_45	0.562499999999961	0.685714285714275
X1_23_41	0.437500000000016	0.228571428571425
X1_45_53	0.812499999999955	0.857142857142867
X1_29_31	0.124999999999969	0.399999999999952
X1_28_48	0.656250000000011	0.371428571428587
X1_18_32	0.156250000000015	0.0857142857142563
X1_43_57	0.937499999999972	0.800000000000028
X1_47_55	0.874999999999951	0.914285714285729
X1_20_46	0.593750000000039	0.142857142857162
X1_35_49	0.687499999999986	0.571428571428581
X1_35_31	0.124999999999945	0.571428571428515
X1_31_49	0.687500000000001	0.457142857142872
X1_24_36	0.28125	0.257142857142834
X1_17_35	0.250000000000026	0.0571428571428399
X1_31_47	0.624999999999997	0.457142857142865
X1_34_40	0.40624999999997	0.542857142857121
X1_31_45	0.562499999999993	0.457142857142857
X1_46_54	0.843749999999953	0.885714285714298
X1_37_33	0.187499999999942	0.628571428571377
X1_25_29	0.0624999999999807	0.285714285714236
X1_34_34	0.218749999999956	0.542857142857099
X1_16_42	0.468750000000046	0.0285714285714381
X1_34_54	0.843750000000001	0.542857142857172
X1_29_47	0.625000000000005	0.40000000000001
X1_34_50	0.718749999999992	0.542857142857157
X1_27_29	0.0624999999999728	0.34285714285709
X1_27_37	0.312499999999991	0.342857142857119
X1_34_52	0.781249999999996	0.542857142857164
X1_30_30	0.0937499999999631	0.428571428571376
X1_49_41	0.437499999999912	0.971428571428533
X1_19_31	0.125000000000009	0.11428571428568
X1_28_44	0.531250000000002	0.371428571428572
X1_40_50	0.718749999999968	0.714285714285721
X1_23_49	0.687500000000033	0.228571428571454
X1_44_54	0.843749999999961	0.828571428571444
X1_47_41	0.43749999999992	0.914285714285678
X1_37_47	0.624999999999973	0.628571428571428
X1_31_55	0.875000000000015	0.457142857142894
X1_45_51	0.74999999999995	0.85714285714286
X1_42_52	0.781249999999965	0.771428571428582
X1_37_35	0.249999999999946	0.628571428571384
X1_21_43	0.500000000000028	0.171428571428578
X1_28_38	0.343749999999989	0.37142857142855
X1_37_39	0.374999999999955	0.628571428571399
X1_20_42	0.46875000000003	0.142857142857147
X1_29_53	0.812500000000018	0.400000000000032
X1_23_37	0.312500000000007	0.22857142857141
X1_35_35	0.249999999999954	0.57142857142853
X1_39_35	0.249999999999938	0.685714285714239
X1_16_28	0.0312500000000143	0.0285714285713873
X1_35_33	0.18749999999995	0.571428571428523
X1_21_39	0.375000000000019	0.171428571428563
X1_15_39	0.375000000000043	0
X1_24_38	0.343750000000005	0.257142857142841
X1_33_43	0.49999999999998	0.514285714285704
X1_33_41	0.437499999999976	0.514285714285697
X1_29_45	0.562500000000001	0.400000000000003
X1_39_43	0.499999999999956	0.685714285714268
X1_45_55	0.874999999999959	0.857142857142875
X1_28_50	0.718750000000016	0.371428571428594
X1_39_33	0.187499999999934	0.685714285714232
X1_20_36	0.281250000000016	0.142857142857125
X1_26_40	0.406250000000001	0.314285714285703
X1_16_34	0.218750000000028	0.0285714285714091
X1_38_34	0.21874999999994	0.657142857142808
X1_33_51	0.749999999999998	0.514285714285734
X1_20_40	0.406250000000025	0.14285714285714
X1_36_54	0.843749999999993	0.600000000000026
X1_34_36	0.281249999999961	0.542857142857106
X1_34_58	0.96875000000001	0.542857142857186
X1_27_47	0.625000000000013	0.342857142857156
X1_26_36	0.281249999999992	0.314285714285689
X1_27_41	0.4375	0.342857142857134
X1_50_52	0.781249999999933	1
X1_21_37	0.312500000000014	0.171428571428556
X1_27_31	0.124999999999977	0.342857142857098
X1_37_37	0.312499999999951	0.628571428571392
X1_49_49	0.68749999999993	0.971428571428562
X1_36_42	0.468749999999966	0.599999999999983
X1_33_53	0.812500000000003	0.514285714285741
X1_33_49	0.687499999999994	0.514285714285726
X1_28_42	0.468749999999998	0.371428571428565
X1_20_30	0.0937500000000028	0.142857142857103
X1_17_33	0.187500000000021	0.0571428571428327
X1_35_53	0.812499999999995	0.571428571428595
X1_17_27	7.99360577730113e-15	0.0571428571428109
X1_33_47	0.624999999999989	0.514285714285719
X1_30_38	0.343749999999981	0.428571428571405
X1_30_44	0.531249999999994	0.428571428571427
X1_19_33	0.187500000000013	0.114285714285687
X1_48_52	0.781249999999941	0.942857142857146
X1_33_39	0.374999999999971	0.51428571428569
X1_40_38	0.343749999999941	0.714285714285677
X1_37_59	1	0.628571428571472
X1_26_34	0.218749999999988	0.314285714285681
X1_44_52	0.781249999999957	0.828571428571437
X1_29_29	0.0624999999999648	0.399999999999945
X1_38_54	0.843749999999985	0.657142857142881
X1_49_51	0.749999999999934	0.971428571428569
X1_36_56	0.906249999999997	0.600000000000033
X1_28_32	0.156249999999975	0.371428571428529
X1_45_49	0.687499999999946	0.857142857142853
X1_18_30	0.0937500000000108	0.0857142857142489
X1_46_46	0.593749999999935	0.885714285714269
X1_29_43	0.499999999999996	0.399999999999996
X1_17_39	0.375000000000035	0.0571428571428544
X1_33_33	0.187499999999958	0.514285714285668
X1_43_35	0.249999999999923	0.799999999999948
X1_29_51	0.750000000000014	0.400000000000025
X1_25_43	0.500000000000012	0.285714285714287
X1_35_45	0.562499999999977	0.571428571428566
X1_22_28	0.0312499999999905	0.199999999999951
X1_28_34	0.21874999999998	0.371428571428536
X1_27_43	0.500000000000004	0.342857142857141
X1_27_39	0.374999999999995	0.342857142857127
X1_23_45	0.562500000000025	0.22857142857144
X1_16_40	0.406250000000041	0.0285714285714309
X1_35_41	0.437499999999968	0.571428571428552
X1_38_36	0.281249999999945	0.657142857142815
X1_25_39	0.375000000000003	0.285714285714272
X1_38_52	0.78124999999998	0.657142857142873
X1_18_36	0.281250000000024	0.0857142857142708
X1_23_39	0.375000000000011	0.228571428571418
X1_44_34	0.218749999999916	0.828571428571371
X1_24_28	0.0312499999999825	0.257142857142805
X1_29_37	0.312499999999983	0.399999999999974
X1_17_43	0.500000000000044	0.057142857142869
X1_44_44	0.531249999999939	0.828571428571408
X1_40_48	0.656249999999963	0.714285714285713
X1_27_33	0.187499999999982	0.342857142857105
X1_45_47	0.624999999999941	0.857142857142846
X1_34_44	0.531249999999979	0.542857142857135
X1_25_41	0.437500000000008	0.28571428571428
X1_21_33	0.187500000000005	0.171428571428542
X1_20_28	0.0312499999999983	0.142857142857096
X1_31_33	0.187499999999966	0.457142857142814
X1_41_45	0.562499999999953	0.74285714285713
X1_21_35	0.25000000000001	0.171428571428549
X1_43_43	0.499999999999941	0.799999999999977
X1_43_41	0.437499999999936	0.79999999999997
X1_37_41	0.43749999999996	0.628571428571406
X1_19_35	0.250000000000018	0.114285714285694
X1_41_49	0.687499999999962	0.742857142857144
X1_46_52	0.781249999999949	0.885714285714291
X1_20_48	0.656250000000043	0.142857142857169
X1_41_37	0.312499999999935	0.7428571428571
X1_33_31	0.124999999999953	0.514285714285661
X1_35_43	0.499999999999972	0.571428571428559
X1_23_29	0.0624999999999887	0.228571428571382
X1_34_42	0.468749999999974	0.542857142857128
X1_44_50	0.718749999999952	0.828571428571429
X1_24_40	0.406250000000009	0.257142857142849
X1_45_43	0.499999999999933	0.857142857142831
X1_31_53	0.81250000000001	0.457142857142886
X1_17_41	0.437500000000039	0.0571428571428617
X1_41_39	0.374999999999939	0.742857142857108
X1_42_54	0.843749999999969	0.77142857142859
X1_34_46	0.593749999999983	0.542857142857143
X1_38_46	0.593749999999967	0.657142857142851
X1_45_37	0.312499999999919	0.857142857142809
X1_48_38	0.343749999999909	0.942857142857095
X1_39_37	0.312499999999943	0.685714285714246
X1_37_53	0.812499999999987	0.62857142857145
X1_26_48	0.656250000000019	0.314285714285732
X1_44_38	0.343749999999925	0.828571428571386
X1_46_40	0.406249999999922	0.885714285714248
X1_42_44	0.531249999999947	0.771428571428553
X1_22_46	0.593750000000031	0.200000000000016
X1_43_37	0.312499999999927	0.799999999999955
X1_40_46	0.593749999999959	0.714285714285706
X1_28_30	0.093749999999971	0.371428571428521
X1_47_45	0.562499999999929	0.914285714285693
X1_36_44	0.531249999999971	0.59999999999999
X1_37_45	0.562499999999969	0.628571428571421
X1_43_51	0.749999999999958	0.800000000000006
X1_18_34	0.21875000000002	0.0857142857142636
X1_41_41	0.437499999999944	0.742857142857115
X1_22_36	0.281250000000008	0.19999999999998
X1_36_48	0.656249999999979	0.600000000000004
X1_23_43	0.50000000000002	0.228571428571432
X1_42_42	0.468749999999942	0.771428571428546
X1_39_49	0.68749999999997	0.68571428571429
X1_42_38	0.343749999999933	0.771428571428531
X1_40_40	0.406249999999946	0.714285714285684
X1_27_35	0.249999999999986	0.342857142857112
X1_41_51	0.749999999999966	0.742857142857151
X1_18_44	0.531250000000042	0.0857142857142998
X1_44_42	0.468749999999934	0.8285714285714
X1_20_44	0.531250000000034	0.142857142857154
X1_38_38	0.343749999999949	0.657142857142823
X1_46_42	0.468749999999926	0.885714285714255
X1_46_38	0.343749999999917	0.88571428571424
X1_36_50	0.718749999999984	0.600000000000012
X1_47_39	0.374999999999916	0.914285714285671
X1_18_28	0.0312500000000063	0.0857142857142417
X1_44_48	0.656249999999948	0.828571428571422
X1_27_49	0.687500000000017	0.342857142857163
X1_17_29	0.0625000000000125	0.0571428571428182
X1_48_42	0.468749999999918	0.942857142857109
X1_38_50	0.718749999999976	0.657142857142866
X1_41_35	0.24999999999993	0.742857142857093
X1_21_31	0.125000000000001	0.171428571428534
X1_26_32	0.156249999999983	0.314285714285674
X1_18_42	0.468750000000038	0.0857142857142926
X1_24_42	0.468750000000014	0.257142857142856
X1_32_30	0.0937499999999551	0.48571428571423
X1_40_54	0.843749999999977	0.714285714285735
X1_38_58	0.968749999999994	0.657142857142895
X1_42_48	0.656249999999956	0.771428571428568
X1_18_38	0.343750000000029	0.085714285714278
X1_50_38	0.343749999999901	0.999999999999949
X1_44_46	0.593749999999943	0.828571428571415
X1_21_41	0.437500000000023	0.171428571428571
X1_28_36	0.281249999999984	0.371428571428543
X1_46_44	0.531249999999931	0.885714285714262
X1_22_44	0.531250000000026	0.200000000000009
X1_38_40	0.406249999999954	0.65714285714283
X1_49_39	0.374999999999908	0.971428571428526
X1_43_45	0.562499999999945	0.799999999999984
X1_45_45	0.562499999999937	0.857142857142839
X1_24_46	0.593750000000023	0.25714285714287
X1_39_51	0.749999999999974	0.685714285714297
X1_44_36	0.281249999999921	0.828571428571379
X1_21_29	0.0624999999999967	0.171428571428527
X1_42_50	0.71874999999996	0.771428571428575
X1_39_39	0.374999999999947	0.685714285714253
X1_22_32	0.156249999999999	0.199999999999965
X1_32_34	0.218749999999964	0.485714285714245
X1_37_43	0.499999999999964	0.628571428571413
X1_36_46	0.593749999999975	0.599999999999997
X1_47_43	0.499999999999925	0.914285714285686
X1_42_46	0.593749999999951	0.77142857142856
X1_26_30	0.093749999999979	0.314285714285667
X1_15_41	0.437500000000047	7.27196081129478e-15
X1_44_40	0.40624999999993	0.828571428571393
X1_17_31	0.125000000000017	0.0571428571428254
X1_47_37	0.312499999999911	0.914285714285664
X1_37_51	0.749999999999982	0.628571428571442
X1_39_47	0.624999999999965	0.685714285714282
X1_30_42	0.46874999999999	0.428571428571419
X1_37_49	0.687499999999978	0.628571428571435
X1_46_36	0.281249999999913	0.885714285714233
X1_45_39	0.374999999999924	0.857142857142817
X1_43_47	0.624999999999949	0.799999999999991
X1_41_47	0.624999999999957	0.742857142857137
X1_32_32	0.15624999999996	0.485714285714237
X1_40_42	0.46874999999995	0.714285714285691
X1_48_48	0.656249999999932	0.942857142857131
X1_40_44	0.531249999999955	0.714285714285699
X1_38_42	0.468749999999958	0.657142857142837
X1_38_48	0.656249999999971	0.657142857142859
X1_49_37	0.312499999999903	0.971428571428518
X1_21_45	0.562500000000032	0.171428571428585
